timestamp,device_id,latitude,longitude,reachable,telemetry_age_sec,signal_strength_dbm,neighbor_fail_count,engine_temp_c,failure_reason
2026-08-30 08:04:16.493010,EQ-0296,27.39818411204654,34.755418719043426,True,14,-54,0,83,NORMAL
2026-08-30 02:09:16.493010,EQ-0472,27.428782411638,35.561601704141694,True,15,-64,0,73,NORMAL
2026-08-30 10:40:16.493010,EQ-0259,28.13393364708746,34.85047801318807,True,21,-66,0,73,NORMAL
2026-08-30 10:50:16.493010,EQ-0029,27.500544083358403,35.226780584537494,True,12,-67,0,85,NORMAL
2026-08-30 17:42:16.493010,EQ-0132,27.603220439420607,35.27786976286551,False,2531,-43,0,107,DEVICE_FAILURE
2026-08-30 04:10:16.493010,EQ-0017,27.568095290365804,34.918711321349676,False,5987,-58,0,105,DEVICE_FAILURE
2026-08-30 22:07:16.493010,EQ-0022,27.354070170184293,35.06227947838572,True,25,-61,0,71,NORMAL
2026-08-30 11:53:16.493010,EQ-0205,27.313328850528116,34.893353407725094,False,1816,-120,10,73,NETWORK_OUTAGE
2026-08-30 05:19:16.493010,EQ-0479,27.311089742820467,35.2630263949857,True,8,-68,0,86,NORMAL
2026-08-30 00:49:16.493010,EQ-0442,26.963698516420465,34.63382896871544,False,2287,-56,0,116,DEVICE_FAILURE
2026-08-30 23:00:16.493010,EQ-0492,27.843311460642404,35.25735939763654,True,29,-54,0,86,NORMAL
2026-08-30 17:26:16.493010,EQ-0457,26.76302205626798,34.977040381594534,True,18,-54,0,73,NORMAL
2026-08-30 05:19:16.493010,EQ-0351,27.617612566919778,34.962642425721896,False,1150,-121,7,74,NETWORK_OUTAGE
2026-08-30 06:19:16.493010,EQ-0328,27.837062534507456,35.642961556434166,True,20,-55,0,94,NORMAL
2026-08-30 03:23:16.493010,EQ-0295,27.496325968145925,34.73082368855425,True,25,-66,0,72,NORMAL
2026-08-30 08:49:16.493010,EQ-0055,28.04409997276367,35.121374868535256,True,8,-61,0,81,SENSOR_FAILURE
2026-08-30 23:33:16.493010,EQ-0085,27.37000897792923,35.06114681825824,False,3281,-59,0,109,DEVICE_FAILURE
2026-08-30 01:57:16.493010,EQ-0292,27.065574697550804,34.57776086768703,False,1110,-54,0,129,DEVICE_FAILURE
2026-08-30 21:15:16.493010,EQ-0094,27.300731767008674,35.40803340987445,True,28,-59,0,91,NORMAL
2026-08-30 11:28:16.493010,EQ-0287,27.757297886960608,34.95201844101097,True,2,-58,0,82,NORMAL
2026-08-30 06:57:16.493010,EQ-0409,27.295297219663954,34.985541354339254,True,28,-62,0,76,NORMAL
2026-08-30 10:18:16.493010,EQ-0140,27.16873346343586,35.22847155238928,True,27,-54,0,94,NORMAL
2026-08-30 04:29:16.493010,EQ-0291,26.73069740556179,35.34281776498815,False,5380,-48,0,119,DEVICE_FAILURE
2026-08-30 04:35:16.493010,EQ-0071,27.449578763238343,35.085552597394894,False,2394,-122,3,83,NETWORK_OUTAGE
2026-08-30 01:28:16.493010,EQ-0144,28.14595473725347,34.769795731133584,True,15,-60,0,81,NORMAL
2026-08-30 12:24:16.493010,EQ-0184,28.1569408799653,34.75751051439345,True,27,-67,0,77,NORMAL
2026-08-30 08:33:16.493010,EQ-0195,27.27292817284652,34.73747635313956,True,3,-54,0,78,NORMAL
2026-08-30 02:45:16.493010,EQ-0238,28.01832428823028,34.55221959067529,True,12,-57,0,72,NORMAL
2026-08-30 10:18:16.493010,EQ-0174,27.463163375252744,35.19466797237607,True,24,-69,0,79,NORMAL
2026-08-30 05:53:16.493010,EQ-0097,27.54261502757527,35.311147539483386,True,23,-70,0,91,NORMAL
2026-08-30 22:17:16.494006,EQ-0352,27.60218457538651,34.99586661341984,True,25,-54,0,82,NORMAL
2026-08-30 11:11:16.494006,EQ-0105,27.02167170236169,34.82018749311387,True,5,-54,0,74,NORMAL
2026-08-30 05:33:16.494006,EQ-0198,27.95486999688017,35.093737544329386,True,9,-52,0,86,SENSOR_FAILURE
2026-08-30 09:21:16.494006,EQ-0109,27.17971387118522,34.95728615449361,True,12,-67,0,70,SENSOR_FAILURE
2026-08-30 20:06:16.494006,EQ-0456,26.456549235909034,34.91952108141515,False,4963,-60,0,126,DEVICE_FAILURE
2026-08-30 03:31:16.494006,EQ-0487,27.80797395396562,35.049826439752444,True,15,-56,0,92,NORMAL
2026-08-30 10:36:16.494006,EQ-0262,27.678122652752364,35.363844522104806,False,2750,-55,0,106,DEVICE_FAILURE
2026-08-30 19:53:16.494006,EQ-0394,27.98317353896699,35.38219801717665,True,18,-69,0,89,NORMAL
2026-08-30 22:41:16.494006,EQ-0309,27.95070711562881,35.022228434125935,True,22,-61,0,88,NORMAL
2026-08-30 23:09:16.494006,EQ-0285,27.49558452240952,35.2389216289089,True,23,-66,0,71,NORMAL
2026-08-30 11:21:16.494006,EQ-0164,27.15558352815328,34.81932313913535,True,10,-52,0,84,NORMAL
2026-08-30 18:02:16.494006,EQ-0325,28.2025925607539,34.66944356000547,True,15,-63,0,73,NORMAL
2026-08-30 00:15:16.494006,EQ-0493,27.274265989901938,35.502124447817415,False,1266,-43,0,123,DEVICE_FAILURE
2026-08-30 13:17:16.494006,EQ-0322,27.349028754300274,35.31359383790228,True,21,-65,0,70,NORMAL
2026-08-30 10:48:16.494006,EQ-0422,27.06977333923024,34.94254015282601,True,13,-58,0,78,NORMAL
2026-08-30 18:25:16.494006,EQ-0364,27.654376697207162,35.36139052177275,True,29,-60,0,85,NORMAL
2026-08-30 15:16:16.494006,EQ-0305,27.755406279380153,34.81389088323933,False,1576,-127,10,91,NETWORK_OUTAGE
2026-08-30 09:19:16.494006,EQ-0356,27.045442681340436,35.410062280233355,True,12,-57,0,93,NORMAL
2026-08-30 10:36:16.494006,EQ-0207,27.67296708891673,35.09337504636306,True,14,-58,0,87,NORMAL
2026-08-30 02:25:16.494006,EQ-0494,27.018066103922727,35.06103909076017,True,4,-61,0,76,NORMAL
2026-08-30 23:37:16.494006,EQ-0482,27.306028134727242,34.67553559891568,True,16,-58,0,89,NORMAL
2026-08-30 23:28:16.494006,EQ-0316,27.816599298963926,35.1960902784006,True,14,-67,0,84,NORMAL
2026-08-30 12:30:16.494006,EQ-0480,28.12534316916247,35.41727104885558,True,9,-62,0,74,NORMAL
2026-08-30 00:41:16.494006,EQ-0319,27.77785326425949,35.57282499214104,True,12,-65,0,74,NORMAL
2026-08-30 01:08:16.494006,EQ-0153,27.391573148171908,34.92845198978478,True,22,-55,0,73,NORMAL
2026-08-30 09:03:16.494006,EQ-0447,27.32228182272834,34.74080276909606,True,22,-62,0,92,NORMAL
2026-08-30 16:14:16.494006,EQ-0153,26.749172143501337,35.20539266046655,True,30,-65,0,71,SENSOR_FAILURE
2026-08-30 12:07:16.494006,EQ-0286,27.3269686008295,35.22661736774773,True,18,-69,0,84,NORMAL
2026-08-30 11:58:16.494006,EQ-0351,26.99917841566359,35.16300805771398,False,7069,-57,0,123,DEVICE_FAILURE
2026-08-30 21:43:16.494006,EQ-0175,27.011737268635052,35.014425483998416,True,25,-57,0,75,NORMAL
2026-08-30 23:52:16.494006,EQ-0348,27.440611109389604,35.143048428297234,True,5,-53,0,93,NORMAL
2026-08-30 18:41:16.494006,EQ-0476,28.099102447052882,35.59519763830548,True,7,-69,0,89,NORMAL
2026-08-30 18:28:16.494006,EQ-0124,27.47849778903277,34.692854444153284,False,1418,-130,7,81,NETWORK_OUTAGE
2026-08-30 09:29:16.494006,EQ-0490,27.347478213531875,34.62744784498834,True,21,-63,0,80,SENSOR_FAILURE
2026-08-30 00:08:16.494006,EQ-0045,27.728854187239435,35.19139000970629,False,6748,-42,0,118,DEVICE_FAILURE
2026-08-30 02:03:16.494006,EQ-0286,27.417786692830692,35.1824341673655,True,17,-63,0,77,NORMAL
2026-08-30 21:37:16.494006,EQ-0003,27.66575994570423,35.088665135293745,False,2188,-124,3,94,NETWORK_OUTAGE
2026-08-30 06:19:16.494006,EQ-0254,27.42824640019095,35.246931492723505,True,7,-63,0,88,NORMAL
2026-08-30 16:04:16.494006,EQ-0318,27.056424126266048,35.343126212962076,True,14,-56,0,70,NORMAL
2026-08-30 19:13:16.494006,EQ-0229,27.554559876517548,35.0744661758901,True,0,-66,0,92,NORMAL
2026-08-30 05:00:16.494006,EQ-0307,27.521469871165817,34.85670276597047,False,6354,-51,0,105,DEVICE_FAILURE
2026-08-30 21:52:16.494006,EQ-0467,27.88609248915488,34.86660873252631,True,14,-67,0,81,NORMAL
2026-08-30 23:51:16.494006,EQ-0478,27.508179411445663,34.95946990762552,True,25,-60,0,74,NORMAL
2026-08-30 17:59:16.494006,EQ-0444,27.466408243821615,35.097927009521214,True,22,-56,0,83,NORMAL
2026-08-30 10:14:16.494006,EQ-0232,27.583990587895947,34.66235328581049,True,24,-70,0,84,NORMAL
2026-08-30 21:55:16.494006,EQ-0323,27.23734249195644,35.06138306285747,True,4,-66,0,77,SENSOR_FAILURE
2026-08-30 11:03:16.494006,EQ-0130,27.575073179772094,34.65807367155299,False,1313,-128,10,78,NETWORK_OUTAGE
2026-08-30 07:39:16.494006,EQ-0451,27.203118553922426,34.962263923970106,True,45,-67,0,91,SENSOR_FAILURE
2026-08-30 18:49:16.494006,EQ-0336,28.261607330521247,35.15718580013234,True,8,-62,0,79,NORMAL
2026-08-30 16:07:16.494006,EQ-0285,27.75567394670908,34.303778787806564,True,1,-64,0,87,SENSOR_FAILURE
2026-08-30 12:58:16.494006,EQ-0068,27.39926459021296,35.500706457586816,True,11,-52,0,91,NORMAL
2026-08-30 13:00:16.494006,EQ-0138,27.141718871946274,35.083154473807625,True,0,-54,0,80,NORMAL
2026-08-30 12:33:16.494006,EQ-0188,27.298259645188846,34.80346706984272,True,16,-51,0,78,NORMAL
2026-08-30 04:37:16.494006,EQ-0091,27.832197168873083,35.05278699716637,True,7,-54,0,76,NORMAL
2026-08-30 19:16:16.494006,EQ-0244,27.091188918938006,34.42662389603179,False,3989,-44,0,117,DEVICE_FAILURE
2026-08-30 20:48:16.494006,EQ-0432,27.590931699830172,35.349950248977535,True,18,-56,0,87,NORMAL
2026-08-30 02:34:16.494006,EQ-0266,27.039596455405174,35.838809812500585,True,18,-67,0,70,NORMAL
2026-08-30 00:27:16.494006,EQ-0402,27.077746491584655,34.76665499372274,False,2434,-124,14,87,NETWORK_OUTAGE
2026-08-30 11:21:16.494006,EQ-0488,27.473233647321898,35.00899509035815,True,23,-63,0,91,NORMAL
2026-08-30 22:26:16.494006,EQ-0150,27.342643920116068,35.14681236836837,False,3354,-123,4,72,NETWORK_OUTAGE
2026-08-30 21:17:16.494006,EQ-0097,27.50390015194854,35.01847058618763,False,4583,-57,0,124,DEVICE_FAILURE
2026-08-30 11:07:16.494006,EQ-0330,27.417257130319403,34.682740624569995,True,17,-64,0,79,NORMAL
2026-08-30 15:28:16.494006,EQ-0077,27.706651474109837,35.140034765079456,True,18,-67,0,87,NORMAL
2026-08-30 04:59:16.494006,EQ-0056,27.56817842274037,35.22439413021858,True,1,-68,0,92,NORMAL
2026-08-30 06:05:16.494006,EQ-0099,27.726905470786214,34.57609269639747,True,29,-62,0,71,NORMAL
2026-08-30 04:20:16.494006,EQ-0287,27.563305240160787,34.97098606643888,False,5999,-44,0,114,DEVICE_FAILURE
2026-08-30 03:29:16.494006,EQ-0158,27.79154680705182,34.99071252480903,False,3368,-43,0,123,DEVICE_FAILURE
2026-08-30 15:48:16.494006,EQ-0463,27.592340530667617,34.48694948220301,False,3572,-125,8,80,NETWORK_OUTAGE
2026-08-30 10:04:16.494006,EQ-0259,27.505530179919617,35.1042745116085,True,22,-66,0,80,NORMAL
2026-08-30 18:20:16.494006,EQ-0145,27.0111221042071,35.16555909659285,True,24,-65,0,81,NORMAL
2026-08-30 00:17:16.495006,EQ-0002,27.576808920294162,35.29480729518365,False,2340,-126,9,79,NETWORK_OUTAGE
2026-08-30 10:23:16.495006,EQ-0044,26.947737730600508,34.616126909979286,True,1,-60,0,70,NORMAL
2026-08-30 12:46:16.495006,EQ-0017,27.544162348810882,34.93323755834866,True,10,-63,0,80,NORMAL
2026-08-30 11:24:16.495006,EQ-0389,27.2072380241068,35.31609253898235,True,1,-56,0,93,NORMAL
2026-08-30 02:54:16.495006,EQ-0275,27.485057410452026,34.664265521591986,True,14,-51,0,88,NORMAL
2026-08-30 22:49:16.495006,EQ-0372,27.498399058749,34.80236935226559,True,1,-62,0,71,NORMAL
2026-08-30 23:37:16.495006,EQ-0174,27.55395362561842,34.89954431828716,True,10,-63,0,79,NORMAL
2026-08-30 09:36:16.495006,EQ-0170,27.71232558063664,34.831259967231716,False,771,-42,0,110,DEVICE_FAILURE
2026-08-30 23:50:16.495006,EQ-0148,27.407664314996055,34.80233047340714,False,3604,-44,0,114,DEVICE_FAILURE
2026-08-30 17:48:16.495006,EQ-0184,27.81937060340801,35.035881700666124,False,3008,-130,9,74,NETWORK_OUTAGE
2026-08-30 23:15:16.495006,EQ-0059,27.51192250877313,35.00340454369287,True,11,-56,0,78,SENSOR_FAILURE
2026-08-30 18:27:16.495006,EQ-0468,27.531043329593956,34.83967799419299,True,25,-64,0,83,SENSOR_FAILURE
2026-08-30 08:27:16.495006,EQ-0072,27.175683037877523,35.31594585599987,True,49,-53,0,89,SENSOR_FAILURE
2026-08-30 20:54:16.495006,EQ-0357,27.906990014655037,34.186252852445605,False,1482,-123,5,81,NETWORK_OUTAGE
2026-08-30 15:45:16.495006,EQ-0382,27.805666098566743,34.98496424729743,True,25,-59,0,76,NORMAL
2026-08-30 09:08:16.495006,EQ-0415,28.11271892681422,35.145552531568875,False,3532,-118,12,81,NETWORK_OUTAGE
2026-08-30 02:24:16.495006,EQ-0118,27.171768769850466,34.28851530057035,True,58,-58,0,82,SENSOR_FAILURE
2026-08-30 02:59:16.495006,EQ-0010,27.34481346496989,35.422804232055675,True,24,-55,0,93,NORMAL
2026-08-30 23:59:16.495006,EQ-0032,27.25819090409883,34.93976244018778,True,19,-66,0,70,NORMAL
2026-08-30 16:50:16.495006,EQ-0047,26.941595328896952,34.91007842701724,False,745,-56,0,129,DEVICE_FAILURE
2026-08-30 23:01:16.495006,EQ-0119,26.919896509667733,34.63778125050609,False,3511,-120,12,74,NETWORK_OUTAGE
2026-08-30 20:16:16.495006,EQ-0476,27.668923662191773,34.540241797424805,True,45,-60,0,82,SENSOR_FAILURE
2026-08-30 10:17:16.495006,EQ-0484,27.85013087431509,35.48633256733631,True,9,-60,0,71,NORMAL
2026-08-30 23:08:16.495006,EQ-0270,27.31305784207257,34.833356864251925,False,4445,-56,0,109,DEVICE_FAILURE
2026-08-30 23:59:16.495006,EQ-0314,27.38798021948703,34.64792893789636,False,2709,-44,0,128,DEVICE_FAILURE
2026-08-30 01:01:16.495006,EQ-0473,27.33433308671571,35.189879545326654,True,14,-62,0,73,NORMAL
2026-08-30 21:12:16.495006,EQ-0027,27.316163392854683,34.883689532019204,False,5616,-59,0,116,DEVICE_FAILURE
2026-08-30 04:54:16.495006,EQ-0274,27.663049730836804,35.325082896171644,True,26,-69,0,93,NORMAL
2026-08-30 01:42:16.495006,EQ-0241,27.08620423159564,34.78072098801742,False,1925,-129,8,74,NETWORK_OUTAGE
2026-08-30 23:22:16.495006,EQ-0394,27.512981508423287,35.30914202613075,True,2,-63,0,71,SENSOR_FAILURE
2026-08-30 14:31:16.495006,EQ-0045,27.008181119700783,35.13876456579426,False,2983,-53,0,105,DEVICE_FAILURE
2026-08-30 20:51:16.495006,EQ-0481,27.621685277942113,35.214502104140344,False,2316,-51,0,108,DEVICE_FAILURE
2026-08-30 16:56:16.495006,EQ-0394,27.221519164575064,35.17831064267695,False,1156,-42,0,127,DEVICE_FAILURE
2026-08-30 14:13:16.495006,EQ-0260,27.38890298942081,34.74993230381622,False,2429,-127,4,83,NETWORK_OUTAGE
2026-08-30 23:45:16.495006,EQ-0018,27.4322859057292,35.00102442535352,True,13,-54,0,78,NORMAL
2026-08-30 01:32:16.495006,EQ-0170,27.415067299629424,34.735391797637774,True,12,-68,0,85,NORMAL
2026-08-30 03:42:16.495006,EQ-0403,27.855916223664586,34.929094149822696,True,14,-66,0,91,NORMAL
2026-08-30 17:21:16.495006,EQ-0448,27.65559189428407,34.81258798305137,True,16,-59,0,91,SENSOR_FAILURE
2026-08-30 11:19:16.495006,EQ-0055,26.957012329705787,35.28950448831897,False,2557,-129,14,73,NETWORK_OUTAGE
2026-08-30 09:23:16.495006,EQ-0177,27.61013068003642,34.84225838380611,True,10,-70,0,75,NORMAL
2026-08-30 05:19:16.495006,EQ-0474,27.9696572087703,34.9802749216781,False,1753,-129,6,86,NETWORK_OUTAGE
2026-08-30 04:48:16.495006,EQ-0037,27.131039186527754,34.94667790355378,False,2804,-50,0,124,DEVICE_FAILURE
2026-08-30 07:33:16.495006,EQ-0289,27.282968955767952,35.219343658777284,True,2,-54,0,81,NORMAL
2026-08-30 02:41:16.495006,EQ-0225,27.46562290990761,35.18998025069107,False,1982,-122,7,72,NETWORK_OUTAGE
2026-08-30 02:27:16.495006,EQ-0302,27.84904563740938,34.72120034176932,False,3534,-130,11,93,NETWORK_OUTAGE
2026-08-30 15:22:16.495006,EQ-0173,28.254663862362268,34.50307588835745,True,24,-54,0,90,NORMAL
2026-08-30 17:44:16.495006,EQ-0441,27.67093018406966,35.13431256800519,False,7130,-49,0,125,DEVICE_FAILURE
2026-08-30 03:02:16.495006,EQ-0273,27.87476053024626,35.147421370105846,True,13,-64,0,86,NORMAL
2026-08-30 14:18:16.495006,EQ-0070,27.609652020448006,34.52608307878646,True,27,-69,0,93,NORMAL
2026-08-30 13:55:16.495006,EQ-0072,27.366144970035567,34.43313778071634,True,17,-53,0,83,NORMAL
2026-08-30 00:26:16.495006,EQ-0360,27.77054744010851,35.382403201569424,False,2643,-55,0,113,DEVICE_FAILURE
2026-08-30 14:10:16.495006,EQ-0402,27.781954431058907,35.25380406340138,True,11,-57,0,84,NORMAL
2026-08-31 00:00:16.495006,EQ-0023,27.058247486587696,34.973091311957745,True,7,-53,0,70,NORMAL
2026-08-30 05:15:16.495006,EQ-0036,27.80694236140617,35.02747572160813,True,12,-51,0,91,NORMAL
2026-08-30 16:54:16.495006,EQ-0384,27.55862308549899,34.681210166775166,False,442,-129,12,92,NETWORK_OUTAGE
2026-08-30 00:59:16.495006,EQ-0335,27.582653168704475,34.760436405318146,False,2225,-122,8,78,NETWORK_OUTAGE
2026-08-30 01:40:16.495006,EQ-0240,27.03987538228705,35.25833830068758,True,7,-53,0,89,SENSOR_FAILURE
2026-08-30 17:12:16.495006,EQ-0054,27.399376356891743,35.72401817453514,False,507,-127,8,91,NETWORK_OUTAGE
2026-08-30 07:08:16.495006,EQ-0127,27.32608972655791,34.99276853655425,True,13,-60,0,87,NORMAL
2026-08-30 11:32:16.495006,EQ-0162,28.019664575745693,35.32252484631079,True,18,-52,0,92,NORMAL
2026-08-30 08:48:16.495006,EQ-0017,27.190527125938953,34.841210528736134,False,5390,-42,0,116,DEVICE_FAILURE
2026-08-30 11:27:16.495006,EQ-0024,27.106633696947465,35.359533485849504,True,26,-68,0,79,NORMAL
2026-08-30 09:40:16.495006,EQ-0234,27.349323285141764,35.06347849111412,True,0,-64,0,81,NORMAL
2026-08-30 08:06:16.495006,EQ-0250,27.47247220280015,35.15083691631223,False,5211,-49,0,124,DEVICE_FAILURE
2026-08-30 08:30:16.495006,EQ-0167,27.03145794158136,35.60052113075904,False,1835,-127,4,84,NETWORK_OUTAGE
2026-08-30 03:01:16.495006,EQ-0466,27.010114315837406,34.828169472635444,True,21,-59,0,72,NORMAL
2026-08-30 11:30:16.495006,EQ-0183,27.873898065739237,34.9619565506291,True,25,-63,0,73,NORMAL
2026-08-30 07:17:16.495006,EQ-0130,27.997984280817587,35.38269334478773,True,1,-66,0,74,NORMAL
2026-08-30 05:34:16.495006,EQ-0038,27.231839705148555,34.95814835735403,True,13,-64,0,94,NORMAL
2026-08-30 03:09:16.496006,EQ-0461,27.153329585568287,35.09576700265866,True,24,-69,0,72,NORMAL
2026-08-30 01:55:16.496006,EQ-0300,27.505065517525967,34.9718703651432,True,3,-58,0,92,NORMAL
2026-08-30 09:58:16.496006,EQ-0081,27.629943430769572,34.910147258548335,True,15,-61,0,79,NORMAL
2026-08-30 18:49:16.496006,EQ-0049,27.422224867225932,35.37010607641281,True,10,-59,0,70,NORMAL
2026-08-30 03:34:16.496006,EQ-0357,27.39540435967764,34.89522268870447,True,4,-56,0,74,NORMAL
2026-08-30 13:42:16.496006,EQ-0044,27.864352785591603,34.97314321692563,False,2803,-46,0,119,DEVICE_FAILURE
2026-08-30 19:20:16.496006,EQ-0485,27.345065317483456,35.01327315626713,True,8,-66,0,89,SENSOR_FAILURE
2026-08-30 06:46:16.496006,EQ-0221,27.719792023164675,34.975785025967426,True,16,-52,0,83,NORMAL
2026-08-30 04:00:16.496006,EQ-0438,27.541802778086378,35.1357604675464,False,5942,-46,0,115,DEVICE_FAILURE
2026-08-30 01:22:16.496006,EQ-0232,27.628361203157116,34.37363328961982,True,29,-58,0,89,NORMAL
2026-08-30 12:53:16.496006,EQ-0281,27.519156890400243,35.03617698016721,True,20,-70,0,92,NORMAL
2026-08-30 04:59:16.496006,EQ-0179,27.821926203623093,34.95081173611943,True,1,-70,0,92,NORMAL
2026-08-30 11:38:16.496006,EQ-0067,27.545125671543072,35.10948830073987,True,16,-63,0,84,NORMAL
2026-08-30 04:31:16.496006,EQ-0190,27.37938955689643,35.08370912763876,False,6683,-60,0,105,DEVICE_FAILURE
